pl_name,hostname,pl_orbper,pl_rade,pl_bmasse,pl_eqt,ra,dec,st_teff,st_rad,st_mass,sy_dist,disc_year,discoverymethod
K00905.01,K00905.01,5.795063956,4.33,,950.0,296.50754,44.036072,5865.0,0.827,,,,
Kepler-250 c,K00906.01,7.15681552,2.47,,782.0,289.59476,44.141949,5029.0,0.838,,,,
Kepler-250 d,K00906.02,17.64830851,2.43,,579.0,289.59476,44.141949,5029.0,0.838,,,,
Kepler-250 b,K00906.03,4.14810719,1.08,,938.0,289.59476,44.141949,5029.0,0.838,,,,
Kepler-251 c,K00907.01,16.51410989,2.72,,655.0,296.56622,44.105862,5527.0,0.866,,,,
Kepler-251 d,K00907.02,30.1329298,3.14,,536.0,296.56622,44.105862,5527.0,0.866,,,,
Kepler-251 b,K00907.03,4.79090809,1.36,,990.0,296.56622,44.105862,5527.0,0.866,,,,
Kepler-110 c,K00124.02,31.71981013,3.09,,743.0,292.92914,48.60281,5869.0,1.626,,,,
Kepler-251 e,K00907.04,99.6415962,2.64,,360.0,296.56622,44.105862,5527.0,0.866,,,,
Kepler-720 b,K00908.01,4.708326451,10.6,,1162.0,298.63565,44.17094,5560.0,1.21,,,,
K00909.01,K00909.01,16.37198661,540.37,,438.0,298.67862,44.175499,4187.0,0.592,,,,
Kepler-721 b,K00910.01,5.392026903,2.68,,850.0,284.43051,44.48053,5198.0,0.801,,,,
K00928.01,K00928.01,2.494170338,2.42,,1194.0,284.75943,45.599129,5569.0,0.829,,,,
Kepler-730 b,K00929.01,6.491682808,9.66,,1062.0,285.55481,45.578861,6123.0,1.107,,,,
K00930.01,K00930.01,3.044770796,24.54,,1076.0,293.68494,45.51683,5525.0,0.753,,,,
Kepler-731 b,K00931.01,3.855603916,13.61,,1212.0,296.39316,45.568562,6033.0,1.046,,,,
K00932.01,K00932.01,3.855599139,3.57,,1158.0,296.39542,45.56992,5936.0,0.965,,,,
Kepler-468 b,K00125.01,38.47876629,13.26,,484.0,288.90222,49.370491,5510.0,0.879,,,,
K00915.01,K00915.01,37.601661282,27.22,,606.0,282.30603,44.714661,6140.0,1.096,,,,
Kepler-724 b,K00916.01,3.314947362,3.94,,1155.0,293.45483,44.792789,5609.0,0.944,,,,
K00917.01,K00917.01,6.71969089,4.37,,952.0,301.04956,44.706299,5931.0,0.866,,,,
Kepler-725 b,K00918.01,39.6431552,10.98,,472.0,283.97751,44.811562,5231.0,0.9,,,,
K00919.01,K00919.01,51.42598578,29.66,,549.0,290.63898,44.806789,6257.0,1.147,,,,
Kepler-726 b,K00920.01,21.80451611,2.6,,543.0,291.71732,44.88731,5481.0,0.708,,,,
Kepler-253 c,K00921.01,10.28194593,2.53,,680.0,291.84198,44.858089,5196.0,0.775,,,,
Kepler-253 d,K00921.02,18.11993039,2.95,,563.0,291.84198,44.858089,5196.0,0.775,,,,
Kepler-253 b,K00921.03,3.78402867,1.7,,949.0,291.84198,44.858089,5196.0,0.775,,,,
Kepler-727 b,K00922.01,5.15448142,2.94,,964.0,294.84689,45.034409,5431.0,0.884,,,,
Kepler-469 b,K00126.01,33.80364366,20.7,,745.0,297.47586,41.114288,5855.0,1.796,,,,
Kepler-728 b,K00923.01,5.743469797,3.13,,982.0,291.09235,45.115528,5897.0,0.891,,,,
K00924.01,K00924.01,39.4759093,4.06,,577.0,291.20804,45.244389,6225.0,1.031,,,,
K00925.01,K00925.01,19.974485239,26.56,,700.0,289.72748,45.367661,6108.0,0.997,,,,
Kepler-729 b,K00926.01,3.166353562,3.82,,1273.0,286.36011,45.414291,6007.0,0.998,,,,
K00927.01,K00927.01,23.899634407,44.04,,652.0,294.71768,45.48576,6192.0,0.924,,,,
Kepler-256 c,K00939.01,3.388012244,2.11,,1315.0,292.58044,46.097389,5553.0,1.25,,,,
Kepler-256 d,K00939.02,5.83909761,2.06,,1097.0,292.58044,46.097389,5553.0,1.25,,,,
Kepler-256 b,K00939.03,1.620467654,1.57,,1681.0,292.58044,46.097389,5553.0,1.25,,,,
Kepler-256 e,K00939.04,10.6816951,2.3,,897.0,292.58044,46.097389,5553.0,1.25,,,,
Kepler-734 b,K00940.01,6.104849417,3.18,,784.0,297.04562,46.027359,5085.0,0.712,,,,
Kepler-77 b,K00127.01,3.578780566,10.43,,1145.0,289.60797,44.345421,5524.0,0.994,,,,
K00933.01,K00933.01,3.187067566,23.88,,1079.0,297.78848,45.565418,5450.0,0.811,,,,
Kepler-254 b,K00934.01,5.826657508,4.09,,1013.0,288.1647,45.816509,5561.0,1.06,,,,
Kepler-254 c,K00934.02,12.41216347,2.58,,787.0,288.1647,45.816509,5561.0,1.06,,,,
Kepler-254 d,K00934.03,18.74649011,3.05,,686.0,288.1647,45.816509,5561.0,1.06,,,,
Kepler-31 b,K00935.01,20.86021229,5.5,,781.0,294.02301,45.853081,6035.0,1.257,,,,
Kepler-31 c,K00935.02,42.63427848,5.22,,615.0,294.02301,45.853081,6035.0,1.257,,,,
Kepler-31 d,K00935.03,87.6476068,4.0,,484.0,294.02301,45.853081,6035.0,1.257,,,,
K00935.04,K00935.04,9.61731426,1.94,,1010.0,294.02301,45.853081,6035.0,1.257,,,,
Kepler-732 b,K00936.01,9.467821474,2.13,,407.0,283.73203,45.958771,3582.0,0.458,,,,
Kepler-732 c,K00936.02,0.893040969,1.24,,893.0,283.73203,45.958771,3582.0,0.458,,,,
Kepler-15 b,K00128.01,4.942783419,10.62,,1008.0,296.20059,49.140121,5514.0,0.978,,,,
Kepler-733 b,K00937.01,20.83426731,2.74,,595.0,293.01828,45.914688,5537.0,0.88,,,,
Kepler-255 c,K00938.01,9.94602357,3.12,,807.0,296.06424,45.976841,5344.0,1.013,,,,
Kepler-255 d,K00938.02,1.04562195,1.45,,1710.0,296.06424,45.976841,5344.0,1.013,,,,
Kepler-255 b,K00938.03,5.71462396,1.78,,971.0,296.06424,45.976841,5344.0,1.013,,,,
K00145.01,K00145.01,102.9641952,39.0,,797.0,296.81772,46.781509,5047.0,7.119,,,,
Kepler-24 b,K01102.02,8.14515981,3.43,,1050.0,290.41327,38.34375,5896.0,1.24,,,,
Kepler-24 e,K01102.03,18.9985279,43.17,,792.0,290.41327,38.34375,5896.0,1.24,,,,
Kepler-24 d,K01102.04,4.24439049,2.07,,1305.0,290.41327,38.34375,5896.0,1.24,,,,
K01103.01,K01103.01,90.1240507,7.12,,485.0,293.22391,38.033581,6520.0,1.215,,,,
Kepler-112 c,K00150.02,28.5742692,2.32,,538.0,296.98102,43.209751,5551.0,0.812,,,,
K01168.01,K01168.01,856.672115,3.87,,242.0,287.58679,47.600021,6449.0,1.309,,,,
K01169.01,K01169.01,0.689210173,1.32,,1943.0,281.55118,47.469959,5630.0,0.954,,,,
Kepler-1739 b,K01170.01,7.34373964,1.84,,839.0,296.23215,47.678959,5757.0,0.762,,,,
K01171.01,K01171.01,0.445277068,35.74,,2562.0,297.10349,47.64357,6167.0,1.064,,,,
K00966.01,K00966.01,0.379463865,59.56,,3000.0,290.91119,38.335579,5075.0,1.783,,,,
K00967.01,K00967.01,9.88047978,23.6,,860.0,281.66916,42.038639,6113.0,0.917,,,,
K00968.01,K00968.01,4.6484156,5.06,,2259.0,295.26682,38.61124,6980.0,3.482,,,,
K00969.01,K00969.01,17.512014768,13.66,,804.0,287.61633,39.127239,6224.0,1.132,,,,
K00970.01,K00970.01,3.9886021,34.39,,3145.0,289.09323,49.424484,4813.0,13.652,,,,
K00971.01,K00971.01,0.533059312,133.56,,5862.0,286.0192,48.866741,8523.0,4.051,,,,
K01044.01,K01044.01,0.525154153,23.61,,2073.0,295.09866,41.007038,5582.0,0.846,,,,
K01045.01,K01045.01,1.303861044,27.85,,1610.0,298.13589,41.332062,5758.0,0.902,,,,
K01046.01,K01046.01,0.73452496,,,,293.28799,41.560455,,,,,,
K01047.01,K01047.01,2.55549176,23.35,,1312.0,298.77325,41.214729,5948.0,0.901,,,,
K00014.01,K00014.01,2.947376671,403.59,,2404.0,292.61194,43.305141,8090.0,2.234,,,,
Kepler-111 c,K00139.01,224.7789355,7.67,,333.0,291.65317,44.688271,5873.0,1.235,,,,
K01104.01,K01104.01,0.890110752,1.25,,1372.0,291.17068,38.008591,4768.0,0.711,,,,
K01105.01,K01105.01,5.76573396,7.47,,1964.0,294.52557,38.204632,5772.0,4.434,,,,
Kepler-769 b,K01106.01,7.42608123,2.47,,1037.0,292.7131,38.358212,6049.0,1.176,,,,
Kepler-769 c,K01106.02,15.9868932,1.62,,803.0,292.7131,38.358212,6049.0,1.176,,,,
K01107.01,K01107.01,0.73094589,17.12,,1922.0,289.7962,38.351181,5901.0,0.848,,,,
Kepler-770 b,K01108.01,18.92537246,13.92,,1171.0,286.49042,38.374908,4941.0,4.885,,,,
K01172.01,K01172.01,0.933749106,3.22,,2863.0,292.77588,47.461689,6215.0,2.188,,,,
K01173.01,K01173.01,2.037440623,1.19,,1572.0,295.79526,47.66396,6253.0,1.015,,,,
K01174.01,K01174.01,129995.7784,2.99,,25.0,296.82162,47.354031,4500.0,0.726,,,,
Kepler-784 b,K01175.01,31.5925809,1.78,,688.0,295.92065,47.448608,5676.0,1.487,,,,
Kepler-784 c,K01175.02,17.157236,1.55,,844.0,295.92065,47.448608,5676.0,1.487,,,,
Kepler-785 b,K01176.01,1.97376085,8.78,,753.0,292.0683,38.84227,3807.0,0.503,,,,
K00972.01,K00972.01,13.118962443,8.25,,1768.0,282.00031,48.542221,7221.0,4.24,,,,
K00133.01,K00133.01,4.618767792,7.48,,1170.0,297.31006,49.703041,6013.0,1.033,,,,
K00972.02,K00972.02,7.82187328,2.78,,2101.0,282.00031,48.542221,7221.0,4.24,,,,
K00974.01,K00974.01,53.5057611,2.52,,675.0,295.80267,45.988079,6247.0,1.762,,,,
Kepler-21 b,K00975.01,2.785821236,1.69,,1784.0,287.36182,38.714016,6202.0,1.733,,,,
K00976.01,K00976.01,52.56901867,78.54,,737.0,290.94437,38.538868,7240.0,1.717,,,,
K01048.01,K01048.01,3.411758679,14.71,,684.0,298.9917,41.074989,3995.0,0.561,,,,
K01049.01,K01049.01,0.525426427,1.45,,2069.0,291.82181,41.11269,5791.0,0.802,,,,
Kepler-755 b,K01050.01,1.269091415,1.41,,1331.0,296.86099,41.09734,5041.0,0.766,,,,
Kepler-755 c,K01050.02,2.853133997,1.36,,1016.0,296.86099,41.09734,5041.0,0.766,,,,
Kepler-1734 b,K01051.01,6.79685353,2.01,,985.0,294.16321,41.451801,6061.0,0.97,,,,
K00146.01,K00146.01,8.667822346,67.37,,1303.0,299.39972,45.316051,6266.0,1.889,,,,
Kepler-770 c,K01108.02,1.475323222,5.88,,2740.0,286.49042,38.374908,4941.0,4.885,,,,
Kepler-770 d,K01108.03,4.15246118,7.62,,1941.0,286.49042,38.374908,4941.0,4.885,,,,
K01109.01,K01109.01,6.7210783,,,,291.6069,38.348061,,,,,,
Kepler-771 b,K01110.01,8.7348852,1.59,,890.0,287.44409,38.088428,5982.0,0.96,,,,
K01111.01,K01111.01,10.26547688,1.81,,770.0,292.27905,38.284531,5699.0,0.853,,,,
K00151.01,K00151.01,13.4471791,5.24,,848.0,292.37476,37.630959,6276.0,1.041,,,,
K01177.01,K01177.01,3.305577989,25.89,,1027.0,292.07849,38.631481,5534.0,0.707,,,,
K01178.01,K01178.01,4.800653901,16.91,,1347.0,296.13391,38.999008,6715.0,1.241,,,,
K01179.01,K01179.01,15.06649901,56.44,,932.0,293.92599,38.73798,5751.0,1.626,,,,
K01180.01,K01180.01,34.82008158,11.36,,459.0,286.86926,39.103729,5114.0,0.784,,,,
K01181.01,K01181.01,0.651784374,33.65,,2090.0,291.99988,38.437698,5555.0,1.061,,,,
K00977.01,K00977.01,1.353771892,430.99,,4903.0,292.71964,48.852016,4283.0,15.76,,,,
K00978.01,K00978.01,18.95491633,71.39,,1139.0,284.02679,49.415428,6362.0,2.534,,,,
K00979.01,K00979.01,4.348866254,2436.69,,6421.0,298.80411,40.843563,3598.0,101.451,,,,
K00980.01,K00980.01,47.93094546,68.02,,905.0,295.59872,50.720669,8214.0,1.938,,,,
K00981.01,K00981.01,3.99751422,2.98,,2203.0,283.73642,44.71331,5066.0,5.324,,,,
K00982.01,K00982.01,1.592633181,1.56,,1053.0,291.76196,37.09864,4506.0,0.651,,,,
K00134.01,K00134.01,67.5923754,12.1,,588.0,295.58658,45.364979,6038.0,1.744,,,,
Kepler-265 c,K01052.01,17.02902786,2.54,,755.0,290.51047,41.24482,5839.0,1.067,,,,
Kepler-265 b,K01052.02,6.84619236,1.67,,1022.0,290.51047,41.24482,5839.0,1.067,,,,
Kepler-265 e,K01052.03,67.8321638,2.39,,476.0,290.51047,41.24482,5839.0,1.067,,,,
Kepler-265 d,K01052.04,43.1312147,2.39,,554.0,290.51047,41.24482,5839.0,1.067,,,,
Kepler-756 b,K01053.01,1.224866441,1.54,,1741.0,290.60794,41.201092,5553.0,1.107,,,,
Kepler-1736 b,K01112.01,37.8102649,2.33,,566.0,289.7767,38.26228,6085.0,0.973,,,,
Kepler-268 b,K01113.01,25.93406406,2.48,,695.0,291.97617,38.05508,5952.0,1.225,,,,
Kepler-268 c,K01113.02,83.4463485,2.73,,471.0,291.97617,38.05508,5952.0,1.225,,,,
K01114.01,K01114.01,7.04710032,25.2,,986.0,290.13492,38.404221,5766.0,1.068,,,,
Kepler-772 b,K01115.01,12.99204853,2.03,,866.0,291.42358,38.216591,5765.0,1.242,,,,
K01182.01,K01182.01,11.11620211,8.96,,853.0,295.29193,38.964588,6122.0,0.996,,,,
K01183.01,K01183.01,1.922861499,5.09,,1392.0,291.44507,38.637211,5778.0,0.911,,,,
K01184.01,K01184.01,0.635445336,19.0,,1177.0,285.08026,39.18211,3920.0,0.55,,,,
K01185.01,K01185.01,1.665784138,97.27,,2636.0,291.47629,38.50058,6261.0,2.789,,,,
K01186.01,K01186.01,55.6639167,34.14,,434.0,294.74054,39.015511,5587.0,0.853,,,,
Kepler-79 d,K00152.01,52.09081627,7.14,,592.0,300.51712,44.38158,6198.0,1.324,,,,
K00983.01,K00983.01,7.1548608,7.41,,1482.0,289.87411,49.68549,7443.0,1.739,,,,
Kepler-1973 b,K00984.01,4.28746668,2.29,,942.0,291.0488,36.839882,5296.0,0.815,,,,
K00985.01,K00985.01,2.002779769,1.42,,1311.0,298.44775,47.264999,5346.0,0.892,,,,
Kepler-260 b,K00986.01,8.18739443,1.92,,782.0,291.92596,38.014118,5251.0,0.849,,,,
Kepler-260 c,K00986.02,76.0498163,1.75,,372.0,291.92596,38.014118,5251.0,0.849,,,,
Kepler-111 b,K00139.02,3.341799486,1.67,,1356.0,291.65317,44.688271,5873.0,1.235,,,,
K01054.01,K01054.01,3.3226948,15.33,,3859.0,288.68259,41.30732,5234.0,16.959,,,,
K01055.01,K01055.01,36.97708808,38.6,,602.0,288.44287,41.17218,5589.0,1.239,,,,
K01056.01,K01056.01,1.851409163,20.42,,2154.0,293.2735,41.25769,7117.0,1.469,,,,
K01057.01,K01057.01,1.303859704,0.98,,2393.0,298.13794,41.334358,6802.0,1.521,,,,
K00147.01,K00147.01,145.5624926,40.15,,387.0,286.49072,37.489979,6148.0,1.095,,,,
Kepler-773 b,K01116.01,3.749105745,1.68,,1160.0,290.88467,38.057571,5751.0,0.983,,,,
Kepler-774 b,K01117.01,11.08956602,3.51,,1422.0,291.03192,38.21196,6353.0,2.867,,,,
K01118.01,K01118.01,7.37290344,2.67,,1004.0,291.65097,38.028179,5973.0,1.07,,,,
K01119.01,K01119.01,7.24476126,0.65,,837.0,294.49011,38.194126,5370.0,0.874,,,,
K01193.01,K01193.01,119.0624882,10.4,,366.0,287.88812,39.078709,5697.0,0.92,,,,
Kepler-415 c,K01194.01,8.70798309,2.01,,543.0,293.80441,38.63913,4362.0,0.554,,,,
K01194.02,K01194.02,14.8623076,1.57,,454.0,293.80441,38.63913,4362.0,0.554,,,,
Kepler-415 b,K01194.03,4.17634276,1.23,,694.0,293.80441,38.63913,4362.0,0.554,,,,
Kepler-79 c,K00152.02,27.40229859,3.63,,734.0,300.51712,44.38158,6198.0,1.324,,,,
Kepler-743 b,K00987.01,3.179267286,1.21,,1101.0,295.57416,42.806438,5511.0,0.857,,,,
Kepler-261 b,K00988.01,10.38122447,2.18,,672.0,291.36478,37.609169,5095.0,0.78,,,,
Kepler-261 c,K00988.02,24.5709023,2.82,,505.0,291.36478,37.609169,5095.0,0.78,,,,
K00989.01,K00989.01,81.221876,16.59,,385.0,296.38229,48.045311,5619.0,0.874,,,,
K00989.02,K00989.02,0.817026268,2.92,,1784.0,296.38229,48.045311,5619.0,0.874,,,,
Kepler-43 b,K00135.01,3.024092505,12.14,,1489.0,285.24084,46.668251,6063.0,1.358,,,,
K01058.01,K01058.01,5.670155713,5.85,,341.0,292.26181,41.442554,3337.0,0.183,,,,
Kepler-757 b,K01059.01,1.022678654,1.14,,1734.0,296.68045,41.38652,5366.0,1.02,,,,
Kepler-758 b,K01060.01,12.10968709,2.98,,1005.0,293.08463,41.135441,6021.0,1.458,,,,
Kepler-758 c,K01060.02,4.75796103,1.7,,1372.0,293.08463,41.135441,6021.0,1.458,,,,
Kepler-758 d,K01060.03,20.4972755,2.96,,843.0,293.08463,41.135441,6021.0,1.458,,,,
K01119.02,K01119.02,13.55480534,0.62,,679.0,294.49011,38.194126,5370.0,0.874,,,,
K01120.01,K01120.01,29.74454668,20.06,,455.0,297.75708,41.680454,4889.0,0.788,,,,
K01121.01,K01121.01,14.15402428,53.25,,777.0,290.35294,41.769741,5850.0,1.037,,,,
K01122.01,K01122.01,0.844786082,35.27,,1864.0,298.71152,41.635792,5705.0,0.915,,,,
K01123.01,K01123.01,0.848483947,32.11,,1908.0,292.23679,41.7393,5941.0,0.936,,,,
K01124.01,K01124.01,11.99097576,37.47,,880.0,296.29855,41.602718,6110.0,1.072,,,,
Kepler-786 b,K01199.01,53.5292702,2.28,,348.0,293.74393,38.939281,4736.0,0.708,,,,
K01200.01,K01200.01,0.393726813,24.17,,2705.0,294.65121,38.636459,6277.0,1.031,,,,
Kepler-1741 b,K01201.01,2.757584622,1.01,,615.0,292.57703,39.12088,3683.0,0.424,,,,
Kepler-787 b,K01202.01,0.928310036,1.16,,1115.0,291.69247,38.572899,4109.0,0.602,,,,
Kepler-79 b,K00152.03,13.48457668,3.39,,929.0,300.51712,44.38158,6198.0,1.324,,,,
Kepler-276 c,K01203.01,31.8841473,3.7,,563.0,293.56815,39.03632,5779.0,0.974,,,,
K00989.03,K00989.03,16.15811112,86.13,,660.0,296.38229,48.045311,5619.0,0.874,,,,
K00990.01,K00990.01,67.69213907,175.98,,1173.0,293.47363,46.970402,5355.0,10.703,,,,
Kepler-744 b,K00991.01,12.06222962,1.62,,750.0,296.49612,47.182861,5547.0,0.933,,,,
Kepler-745 b,K00992.01,9.93146307,2.41,,931.0,291.49942,37.05928,5782.0,1.22,,,,
Kepler-262 c,K00993.01,21.85362905,1.75,,618.0,290.72867,37.252651,5830.0,0.876,,,,
Kepler-758 e,K01060.04,8.19345065,1.74,,1144.0,293.08463,41.135441,6021.0,1.458,,,,
K00140.01,K00140.01,19.97867,6.85,,1351.0,299.15353,40.286961,9651.0,1.895,,,,
Kepler-759 b,K01061.01,41.8059544,2.02,,533.0,290.1315,41.3815,5907.0,0.973,,,,
K01062.01,K01062.01,15.45158184,2.02,,1285.0,297.98123,41.44487,7839.0,2.069,,,,
K01063.01,K01063.01,89.698168533,102.08,,554.0,299.0209,44.17276,6214.0,1.583,,,,
K01064.01,K01064.01,1.187352427,67.35,,2251.0,285.06335,44.167885,6424.0,1.489,,,,
K00015.01,K00015.01,3.012476582,65.25,,2371.0,294.1434,39.089779,8601.0,2.031,,,,
Kepler-48 b,K00148.01,4.77800306,1.85,,932.0,299.13922,40.94902,5192.0,0.873,,,,
K01125.01,K01125.01,7.814839231,5.33,,903.0,294.02725,41.675968,5887.0,0.931,,,,
K01126.01,K01126.01,29.7452499,3.6,,557.0,297.75311,41.675991,5334.0,1.004,,,,
Kepler-269 b,K01127.01,5.32667299,2.26,,1007.0,290.21518,41.77597,5831.0,0.921,,,,
K01187.01,K01187.01,0.741057213,26.67,,1730.0,291.07126,38.999039,5496.0,0.776,,,,
K01188.01,K01188.01,2.988085455,21.81,,1101.0,294.07071,38.981331,5497.0,0.809,,,,
K01189.01,K01189.01,2.783883492,67.17,,1934.0,295.94055,38.876389,6028.0,2.147,,,,
K01190.01,K01190.01,0.393727296,23.05,,2216.0,294.61893,38.611889,5628.0,0.808,,,,
Kepler-1740 b,K01191.01,8.17242644,3.29,,858.0,293.87363,38.922482,5705.0,0.905,,,,
K01192.01,K01192.01,1295.362215,57.82,,169.0,291.03217,38.703911,5609.0,1.048,,,,
Kepler-262 b,K00993.02,13.0607936,1.45,,734.0,290.72867,37.252651,5830.0,0.876,,,,
K00994.01,K00994.01,4.2989201,2.12,,1046.0,291.14249,37.061321,5300.0,0.986,,,,
K00995.01,K00995.01,25.9518461,22.32,,521.0,293.71075,38.983608,5372.0,0.796,,,,
K00996.01,K00996.01,25.9518536,24.6,,494.0,293.67657,38.991379,5198.0,0.742,,,,
K00997.01,K00997.01,5.68628739,4.5,,1059.0,290.77863,37.564079,6052.0,0.956,,,,
K00136.01,K00136.01,15.663886949,27.36,,1060.0,289.87347,43.203838,5996.0,2.221,,,,
K01065.01,K01065.01,4.020628573,16.94,,1232.0,295.03925,44.191059,6210.0,1.033,,,,
K01066.01,K01066.01,5.714817603,9.29,,943.0,299.78632,44.16954,5695.0,0.842,,,,
K01067.01,K01067.01,185.02288222,49.82,,379.0,296.30942,44.165741,6025.0,1.367,,,,
K01068.01,K01068.01,2.897432135,14.35,,2170.0,300.867,44.14529,5970.0,2.994,,,,
Kepler-760 b,K01069.01,8.70420525,2.86,,748.0,287.5932,44.17942,5074.0,0.863,,,,
Kepler-269 c,K01127.02,8.1280933,1.39,,875.0,290.21518,41.77597,5831.0,0.921,,,,
K01127.03,K01127.03,2.83668931,1.19,,1242.0,290.21518,41.77597,5831.0,0.921,,,,
Kepler-775 b,K01128.01,0.974868896,1.16,,1612.0,291.43329,41.703442,5487.0,0.832,,,,
Kepler-776 b,K01129.01,4.89721006,1.48,,904.0,287.27264,41.635559,5093.0,0.847,,,,
K01130.01,K01130.01,2.757794163,20.05,,1231.0,282.60336,44.28698,5747.0,0.891,,,,
K01132.01,K01132.01,1.914158508,13.63,,1646.0,301.01672,44.233841,6289.0,1.118,,,,
K01196.01,K01196.01,3.98216698,3.32,,1374.0,292.92276,38.47728,5570.0,1.548,,,,
K01197.01,K01197.01,0.643794198,19.51,,2011.0,292.35287,38.942471,5958.0,0.83,,,,
Kepler-275 c,K01198.01,16.08832318,3.42,,875.0,292.47971,38.514919,6157.0,1.33,,,,
Kepler-275 b,K01198.02,10.30067919,2.2,,1015.0,292.47971,38.514919,6157.0,1.33,,,,
Kepler-275 d,K01198.03,35.6757453,3.02,,671.0,292.47971,38.514919,6157.0,1.33,,,,
K01198.04,K01198.04,1.00861677,,,,292.47971,38.514919,,,,,,
K00998.01,K00998.01,161.78832712,36.14,,375.0,291.38269,37.07299,6018.0,1.212,,,,
Kepler-263 b,K00999.01,16.56806842,2.54,,548.0,292.46976,37.567791,4987.0,0.716,,,,
Kepler-263 c,K00999.02,47.3329299,2.18,,386.0,292.46976,37.567791,4987.0,0.716,,,,
K01000.01,K01000.01,0.856895349,0.82,,1881.0,291.07446,37.744389,6021.0,0.873,,,,
Kepler-264 b,K01001.01,40.8065333,3.71,,772.0,292.04462,37.37624,6207.0,2.097,,,,
Kepler-760 c,K01069.02,2.46697039,1.56,,1139.0,287.5932,44.17942,5074.0,0.863,,,,
K00141.01,K00141.01,2.624234833,5.11,,1164.0,288.0383,50.651611,5340.0,0.899,,,,
Kepler-266 b,K01070.01,6.61836309,2.98,,1066.0,294.48438,44.166908,5529.0,1.294,,,,
Kepler-266 c,K01070.02,107.7214092,4.75,,421.0,294.48438,44.166908,5529.0,1.294,,,,
K01070.03,K01070.03,92.77779,1.92,,410.0,294.48438,44.166908,5888.0,1.019,,,,
K01133.01,K01133.01,5.251916208,37.15,,952.0,294.99734,44.321388,5542.0,0.872,,,,
Kepler-48 c,K00148.02,9.673958488,2.63,,736.0,299.13922,40.94902,5192.0,0.873,,,,
K01134.01,K01134.01,100.3039228,29.55,,313.0,284.51962,44.453941,5055.0,0.772,,,,
K01134.02,K01134.02,200.61103346,,,,284.51962,44.453941,,,,,,
K01135.01,K01135.01,0.986620248,43.98,,2308.0,301.40067,44.318039,6243.0,1.385,,,,
K01136.01,K01136.01,1.63484631,,,,298.21188,44.324638,,,,,,
Kepler-276 b,K01203.02,14.12847677,2.73,,739.0,293.56815,39.03632,5779.0,0.974,,,,
Kepler-276 d,K01203.03,48.6478543,4.14,,489.0,293.56815,39.03632,5779.0,0.974,,,,
Kepler-788 b,K01204.01,8.39842977,2.0,,984.0,290.0004,38.53989,6309.0,1.044,,,,
Kepler-789 b,K01205.01,8.63847391,5.99,,1419.0,295.97516,38.94664,5684.0,3.046,,,,
K01206.01,K01206.01,422.917678,5.89,,292.0,293.95459,38.899971,5796.0,1.444,,,,
Kepler-264 c,K01001.02,140.10765,3.42,,511.0,292.04462,37.37624,6207.0,2.097,,,,
Kepler-746 b,K01002.01,3.4815917,1.17,,1156.0,290.68225,37.35511,5405.0,1.022,,,,
K01003.01,K01003.01,8.360616221,40.35,,1263.0,290.32791,37.726742,5463.0,2.445,,,,
K01004.01,K01004.01,1.838514968,4.86,,1426.0,292.89935,37.656059,5751.0,0.94,,,,
Kepler-747 b,K01005.01,35.61760233,5.17,,456.0,288.4165,41.0298,5123.0,0.779,,,,
K01071.01,K01071.01,1.09206833,1.29,,1611.0,295.51108,44.109261,5639.0,0.859,,,,
Kepler-761 b,K01072.01,10.12805158,1.95,,767.0,290.5036,44.143581,5676.0,0.82,,,,
K01073.01,K01073.01,1.613001111,1.25,,1680.0,300.32898,44.151119,5580.0,1.205,,,,
Kepler-762 b,K01074.01,3.770551475,12.05,,1302.0,291.27563,47.329491,6322.0,1.075,,,,
K01075.01,K01075.01,1.343767797,18.66,,2654.0,299.70078,47.291752,6324.0,2.312,,,,
K01076.01,K01076.01,29.12436474,15.25,,356.0,297.39066,47.255711,4457.0,0.481,,,,
K01138.01,K01138.01,31.82814583,35.8,,564.0,284.99738,44.410198,5908.0,0.92,,,,
K01139.01,K01139.01,3.629442796,3.28,,1434.0,296.29196,44.33226,6506.0,1.217,,,,
K01140.01,K01140.01,0.553261874,97.36,,3689.0,301.47577,44.319759,5679.0,3.142,,,,
Kepler-777 b,K01141.01,5.72812616,1.38,,569.0,282.72406,44.34647,3968.0,0.548,,,,
Kepler-778 b,K01142.01,3.75574267,1.58,,977.0,287.47742,44.237511,5311.0,0.788,,,,
K01143.01,K01143.01,7.44042933,2.74,,883.0,296.30762,44.21146,5815.0,0.877,,,,
Kepler-257 c,K00941.01,6.581477136,4.56,,881.0,297.31598,46.023258,5188.0,0.973,,,,
Kepler-470 b,K00129.01,24.669192732,77.76,,1485.0,297.00943,50.372318,5313.0,9.327,,,,
Kepler-257 b,K00941.02,2.382652873,2.74,,1237.0,297.31598,46.023258,5188.0,0.973,,,,
Kepler-257 d,K00941.03,24.66461416,5.34,,567.0,297.31598,46.023258,5188.0,0.973,,,,
Kepler-735 b,K00942.01,11.51517167,2.9,,657.0,284.68887,46.172249,5177.0,0.798,,,,
Kepler-18 c,K00137.01,7.641567589,4.91,,899.0,298.07944,44.746319,5356.0,1.055,,,,
K01006.01,K01006.01,30.6113932,19.68,,317.0,299.65094,40.973282,3900.0,0.534,,,,
Kepler-748 b,K01007.01,7.40742502,2.01,,938.0,292.26291,37.236992,5922.0,0.961,,,,
