pl_orbper,pl_rade,pl_eqt,st_teff,st_rad,st_logg,pl_insol
1.888231,14.4776426,2800.5022616,8549.0,2.12128,4.11,14536.662674
1.82069,15.6593,1958.0,6155.0,1.35,4.24,2440.7
3.39829,7.06633,1413.0,6271.0,1.09,4.45,662.808
4.2337078,19.6222,1491.0,6333.7,1.46,4.21,822.444
3.9227122,7.23153,1091.0,4800.0,0.64,4.53527,235.573
2.5441537,10.5577,1301.0,5652.0,1.31,4.2,476.965
5.17958,14.829,1416.0,6116.0,1.65,4.07,669.018
4.5768651,19.1571223,1599.5559785,6687.0,1.78295,4.09,1547.1013862
4.2042078,12.1025,1210.0,6781.0,1.07,4.54,355.909
7.8519082,2.1705803,379.2777558,3384.0,0.34388,4.87998,4.8904688
14.1502269,18.6317683,617.9412206,4882.0,0.873952,4.45655,34.4595552
1.4821845,27.5079498,2029.0310837,6835.31,1.31284,4.37191,4005.675856
1.4013784,13.9977478,1403.6558119,4984.0,0.934977,4.41028,917.4100949
18.5537012,1.57606,623.0,5346.2,0.8,4.6,25.0891
9.695961,0.808552,794.0,5346.2,0.8,4.6,66.2914
2.4706114,13.7703405,1363.7991993,5854.0,1.01613,4.45,817.5658193
18.2616878,2.85973,767.0,5674.0,0.94,4.49483,57.4643
9.3004351,1.5550304,374.0815959,3472.0,0.363966,4.86042,4.6279256
5.5899401,12.1202,1818.0,7437.0,1.95,4.09,1816.63
37.3415931,2.1417,528.0,5452.0,0.88,4.53224,12.9381
10.2611329,12.2521,1327.0,6202.0,2.78,3.63,515.939
5.8924856,17.4655,1853.0,7272.0,2.13,4.0,1958.56
26.2049782,10.15497,733.1847347,6115.0,1.3363301,4.25,68.292759
23.48522,14.0152,782.0,5930.0,1.51,4.11,62.0856
0.5842495,5.50799,1645.0,6020.0,1.34,4.18,1217.74
26.2851404,3.082863,592.4436342,5821.0,0.96445,4.44094,29.1144876
3.36376,10.7493,1435.0,5713.3,1.27,4.24,705.699
5.4361667,1.7175409,352.0718502,3139.0,0.211299,5.04944,3.6311669
12.6826724,5.24953,824.0,5851.0,1.04,4.43,76.8372
4.8984239,12.907,1253.0,5774.0,1.29,4.23,409.667
1.1792344,26.9739777,2879.9468214,6127.1,2.6058199,3.67,16257.6914094
13.3368173,11.2448,805.0,5517.0,1.2,4.26,69.8726
4.31362,8.01917,755.0,4929.5,0.8,0.1,54.2011
6.1600755,17.7265,789.0,5669.0,1.19,4.29,64.3828
3.1821969,9.3708418,1449.2615097,5672.5,1.3954,4.4,1042.5767464
1.6766585,16.6532667,935.0496086,4155.0,0.622666,4.66247,180.6590045
3.4972769,11.5840209,950.2186404,4940.0,0.80797,4.53,192.6704823
5.4693888,11.5779216,584.247334,3770.0,0.638902,4.61871,27.5364506
1.2730965,1.57925,1412.0,5024.0,0.77,4.5685,660.277
5.2153618,17.7519701,1671.1997882,6067.2,2.3901401,3.73,1843.4632721
5.0451188,18.0229867,1078.5360791,5337.0,1.16636,4.5,319.7861956
4.6612025,12.7709747,1366.4599455,5884.5,1.52373,4.3,823.9647363
3.1353607,22.286,1290.0,5503.0,1.06,4.4,459.818
4.724665,12.5337443,1325.4998462,5385.7,1.5727,4.4,729.5242428
1.1645141,6.3506237,1959.3887499,5979.0,1.23369,4.29665,3483.4007607
3.3639254,3.0449863,1387.0636575,5890.3,1.28018,3.92,874.7955667
13.0393586,3.3482223,1007.5256829,5890.3,1.31383,3.92,243.5260946
2.1538959,16.0166732,603.8106997,3148.0,0.483749,4.75166,31.4140709
0.7320175,5.16324,2713.0,5458.0,0.81,4.4,8999.57
13.3572104,19.2978,988.0,6636.1,1.12,,158.626
15.2010859,21.1122163,780.2446961,6042.0,1.0687701,4.43,87.587938
4.8103214,,1122.3271735,5860.3,,4.3,374.9720646
2.2687617,12.4983488,1415.6677914,5690.0,1.0785,4.38,949.2189656
1.8531628,13.5946,1418.0,5355.0,0.68,4.46,672.909
6.3187442,16.8683,958.0,4961.0,0.98,4.43,139.993
8.2500143,11.8684,1764.0,7386.5,1.59,4.2,1610.36
12.4724734,12.11,652.0,4966.0,0.79,,30.1565
11.1452784,2.0671456,700.5241733,5302.58,0.848675,4.53515,56.9132658
10.3558635,17.6401,887.0,5896.0,1.26,4.27,102.964
2.4125012,13.7942,1221.0,6190.0,1.22,4.34,369.1
1.2207037,17.4662,1915.0,5991.0,1.06,4.43,2232.93
2.8240691,17.7861,2332.0,8004.2,1.84,4.2,4913.69
2.3447752,13.4487,1178.0,5515.0,1.04,4.39,320.327
1.3372349,3.0265786,1391.8701134,5111.9,0.860256,4.5,886.9841113
4.1117731,15.4112805,1032.6277308,5424.8,0.916164,4.49,268.7176151
2.278575,14.7731999,1346.0744113,4879.0,1.21163,4.5,775.8848566
3.8537616,14.7144,1298.0,5697.0,1.06,4.39,471.61
0.7920646,12.9674,1571.0,5422.0,0.98,4.42223,1013.69
2.8786641,12.863,1297.0,6017.0,1.35,4.22,471.142
3.8186276,11.3749,1639.0,6090.0,2.03,3.88,1200.24
5.6107737,18.3701736,1583.7517779,6013.5,2.21327,4.17,1486.8578958
3.2633165,15.0902486,1912.7466985,6561.0,2.08347,3.93,3163.3762217
4.5111234,18.5483,1599.0,6540.6,1.71,4.26,1085.35
4.4352884,11.2110231,1365.1232387,6245.0,1.38,4.24,196.663
2.3506186,12.801,1361.0,5593.0,0.97,4.46,570.233
0.9466787,14.6661,1646.0,5707.0,1.07,4.39,1220.35
12.7060866,11.4460032,864.4786335,6200.5,1.10563,4.33,131.9890966
2.8970202,,1278.5711929,8862.0,,4.1,631.5687933
2.2263798,6.51393,1877.0,6446.3,1.84,4.03,2064.9
15.64643,16.1126,1181.0,5660.0,1.95,3.86,323.367
3.3772835,15.3058361,1745.8918919,6688.0,1.73235,4.11,2195.7879328
2.7180835,4.2423946,1888.9879062,5668.0,2.1805999,3.76,3009.1075587
3.8240826,16.0547024,1436.3420387,6243.0,1.38719,4.24,1005.8946259
3.7246883,10.8811,1426.0,6144.0,1.74,4.02,686.503
0.67554,15.6973,2591.0,4872.0,2.74,,7493.17
8.4249043,15.0361,864.0,5756.0,0.93,4.51,92.8193
8.6007557,10.7988,837.0,5389.0,1.5,4.06,81.4989
10.0509704,13.5943,1121.0,5844.0,1.41,4.16,263.046
34.5059318,10.4625162,448.7222169,5025.77,0.801736,4.66348,9.5814512
17.3890454,6.4840125,563.8759593,5025.77,0.801736,4.66348,23.8921547
2.2390502,2.73215,1401.0,6021.0,1.25,4.29,640.033
1.5873866,1.09083,1294.0,5028.0,0.81,4.55,466.553
12.9773004,7.75284,1740.0,6610.0,1.66,4.14,1521.69
5.2132496,3.72907,1410.0,6318.0,1.47,4.2,657.521
1.09333,12.2642,1886.0,5274.0,3.39,,2102.07
0.9499997,14.0337,3042.0,7421.0,2.16,4.0,14232.8
2.1357026,11.6264152,799.5461856,3678.2,0.666652,,96.5817843
3.1581288,13.5726225,1006.6637991,4367.6,1.02417,,242.6938695
2.7567395,13.8044661,1509.0388299,6034.0,1.28427,4.26998,1225.5263733
5.6601098,12.3816484,1111.8221321,5859.8,1.1873699,4.4,361.1289137
1.3442724,,1651.5041046,,,,1758.0840398
2.3372423,10.5103504,1235.1886902,5335.0,0.910484,4.5,550.1159381
4.1567834,9.8517709,1412.8217887,6362.5,1.38831,4.59,941.6088632
2.1192866,8.4965052,2177.929595,7022.0,1.99761,4.2,5317.3634661
7.8369842,21.4721115,1164.3472682,5774.8,1.75826,4.4,434.3612918
5.9123675,3.28952,1431.0,6187.3,1.76,3.87,697.86
3.4072141,2.96344,2021.0,6187.3,1.76,3.87,2770.93
9.1696498,2.4628421,1209.6187141,6187.3,1.76167,3.87,505.9586098
18.84184,9.05304,653.0,5603.0,1.1,4.35,30.3347
3.4977868,3.47575,1105.0,5356.0,0.81,4.59,248.389
7.8686762,11.8276114,1036.7520296,6394.0,1.13572,4.43,273.0364186
1.5099302,8.891,1599.0,5735.0,1.76,3.96,1087.82
6.00327,7.59354,1130.0,5527.0,1.06,4.37,271.529
0.5474737,10.9219,2391.0,5073.0,2.84,3.5,5430.93
3.0235362,13.178,1052.0,5141.0,0.78,4.6,203.691
2.1481182,,1412.6078063,5876.0,,,941.0385382
3.4562767,10.5605032,847.3409174,4404.0,0.752032,4.52,121.8298519
1.0649771,12.4794,1773.0,5427.0,0.97,4.45,1643.06
0.8715953,10.5535,2291.0,5969.0,1.21,4.31,4579.31
11.4856846,16.3774861,971.1166682,5893.0,1.42198,4.16,210.1873793
0.5568095,9.6870229,999.3239856,3116.0,0.439738,5.06043,235.6927628
9.7130596,12.3196,1027.4530905,6125.1,1.88,4.0,54.3894
6.6314357,13.188691,996.3968565,5752.2,1.07899,4.4,232.9433928
0.907105,7.82059,3617.0,6164.0,1.13,4.4,28442.1
18.1960491,8.8304863,1575.3269703,7811.0,1.67013,4.25974,1455.4719337
,5.8424203,682.459665,5349.16,0.95524,4.438,51.2659437
7.4547813,14.5247965,1684.4784991,6502.0,2.8327301,3.65751,1902.7550776
3.1054901,15.7521647,1824.8927205,7176.0,1.90224,4.13,2621.0201325
0.152076,,2710.2656995,5780.0,,4.438,12751.7114543
3.9299344,,1154.9502001,5780.0,,4.438,420.5738761
4.8996461,15.9746,,5940.0,1.5,4.23158,259.864
3.4158668,19.3376794,1860.4566612,5986.0,2.19052,3.66,2831.3869926
1.13305,2.16887,1536.0,5883.8,2.1,3.77,925.999
1.6563738,1.42047,1566.0,5614.1,1.02,4.34,1000.88
1.742573,3.2459,2157.0,5309.7,0.95,,3594.0
6.0988471,24.9943945,1566.6261042,7023.2,1.82219,4.11,1423.581832
1.57363,7.59717,3262.0,5342.5,1.66,4.01,18801.9
10.8458712,21.6846,1516.0,6670.3,2.56,4.29,878.752
12.0077462,,913.0,4990.7,,,115.384
3.6473383,1.9083777,1470.447248,5928.0,1.47579,4.24,1104.8893752
4.6211026,15.4381,1546.0,6531.7,1.45,4.29,948.955
2.0727598,14.2954,1708.0,5640.0,1.13,4.43703,1414.87
1.41144,,3316.0,9208.0,,3.85,20094.8
4.829406,19.9103402,1620.2980383,5877.5,1.95583,4.18,1628.9232666
6.89132,11.3151,1419.0,5488.0,1.41,4.14,673.704
0.6923563,10.6207,3080.0,6422.1,1.85,3.86,14950.4
4.9064175,9.7548163,1685.6817323,7119.5,1.98083,4.14,1908.1975034
16.3152,2.23088,630.0,3625.0,0.31,4.81,26.312
5.1354577,3.3405,1518.0,6515.0,1.99,3.97,882.558
23.0531698,9.12613,466.0,5752.0,1.19,4.3,7.85406
37.83633,13.5094,833.0,6641.0,1.26,4.38,80.1971
8.2148505,10.4375,1068.0,6183.0,1.81,4.0,216.17
3.1385875,4.70639,3201.0,6278.0,1.55,4.08153,17444.7
9.2786686,2.23168,1097.0,6018.0,1.12,4.39,240.688
1.78166,13.9111,,6528.0,1.49,,2772.81
1.78252,18.6528,2275.0,5085.0,3.7,,4451.36
0.6856225,3.35129,1968.0,5829.0,1.06,4.41,2492.49
2.9601848,4.21067,1292.0,6069.0,1.33,4.24,463.247
4.4379727,20.3565337,1414.0444235,5967.0,1.5696599,4.08,944.8725135
7.8914271,12.9299942,1042.3456808,5883.0,1.27992,4.25,278.9767986
3.5224751,15.9014832,1566.7048126,6179.0,1.5817,4.11,1423.8679407
3.024111,12.0899079,1509.6104781,6041.0,1.36388,4.22,1227.3844251
15.1689723,11.7952966,770.7126737,5713.0,1.12898,4.34,83.3855897
0.4384814,0.6505972,900.9491556,3146.0,0.284538,4.438,155.7120176
8.3522143,1.8017268,337.3521453,3146.0,0.284538,4.438,3.0609406
1.0078907,14.2534,2915.0,6808.0,3.52,3.51,11995.5
2.7188122,16.9807,1437.0,6531.0,1.48,4.23,708.483
2.9866836,15.0254,1142.0,4790.0,1.24,4.14,282.578
1.8528946,,1895.0,5378.5,,,2142.13
3.6562554,10.421,1602.0,5994.0,1.51,4.12,1093.63
2.1642912,,1656.0,4907.3,,,1248.62
3.8249546,15.0897,1592.0,6341.2,1.69,4.08,1068.52
11.2237372,9.5654941,703.6564933,5136.0,0.903365,4.47,57.9380401
3.6387748,,,5095.6,,,
8.7234738,10.5545,755.0,5522.0,1.0,4.42,54.2067
2.8372178,14.7827,2287.0,5604.0,2.24,3.73,4549.21
4.3618031,12.1596,1656.0,6126.0,2.21,3.81,1248.73
3.9415006,12.3165,1123.0,6011.0,1.3,4.26,264.591
0.422425,8.6772,1711.0,5269.0,1.18,4.25,1423.41
17.0298529,12.0922,485.0,5022.0,0.92,4.43,9.23182
32.6012979,9.18821,569.0,6067.8,1.35,4.23,17.4858
3.1726875,11.911,1010.0,5056.0,0.87,4.48,172.9
8.4893234,,1211.0,5030.7,,,357.289
16.56308,30.0184,1027.0,6177.0,1.35,4.25,184.89
1.5224706,7.53174,1279.4602071,4654.3,0.8,,633.3271919
10.4401778,11.2253,639.0,4571.1,0.89,4.4,27.7794
2.1547472,11.6102486,689.8799484,3538.0,0.50843,4.73,53.5321999
2.4713543,21.0203111,1669.7573784,6351.8,2.0498199,,1837.1071466
6.0985856,,1308.0,4740.0,,,486.603
10.1182835,10.4862,970.0,7253.0,1.82,4.13,147.401
4.230596,12.1709,1661.0,6455.1,2.02,3.94,1263.61
1.2222265,13.3612412,2250.09303,6629.1,1.47816,4.24,6057.9111479
1.1202752,17.524,,5769.7,0.99,4.42,4430.07
4.7378265,20.9386989,1896.714755,6533.0,2.6408801,3.72,3058.6451322
3.5411235,10.2150358,1141.4685966,5151.0,1.09532,4.3,401.2147341
1.0788649,18.4561494,1777.1321825,4920.0,1.31,,2357.2189752
3.9442027,14.6517,1453.0,6518.1,1.22,4.39,741.79
,13.5121,1348.0,6523.0,1.39,4.28,549.591
4.7262208,12.4034204,1177.5798524,5947.0,1.1428699,4.36,454.4461913
4.8404431,17.700332,1115.9893923,5925.1,1.04742,4.43,366.5736704
13.3988634,12.8019377,993.9098444,6475.0,1.46637,4.23,230.6263738
6.5019596,,2739.0,13253.0,,,9344.79
11.8790678,,780.0,5163.2,,,61.6781
3.7062792,13.4147,1440.0,6524.0,1.09,4.49,714.906
3.168632,,1340.0,6020.0,,,536.503
5.4631023,5.85793,1515.0,6788.0,1.06,4.55,874.545
3.0688259,9.43298,2250.0,7776.7,1.64,,4260.44
12.08837,18.1866,1048.0,5920.0,1.34,4.22,200.957
3.3080662,,1223.2560151,4989.6,,,529.164184
1.7701321,10.9547,921.774333,4430.1,0.77,,170.615878
8.7614828,11.807,1037.0,6614.0,1.83,4.05,192.233
7.0317936,10.9551,671.0,4269.0,0.78,4.48,33.675
3.0515894,15.5322188,2153.5314602,7902.0,1.94295,4.14,5083.0675851
5.1304425,,992.0,5003.8,,,160.972
3.9216762,13.1754,1182.0,6706.0,0.96,4.63,325.02
7.9018734,,808.0,4976.0,,,70.7874
9.5680636,9.53977,1041.0,6511.0,0.99,4.57,195.344
4.6957057,10.543,999.0,5475.0,0.89,4.53,165.667
10.3688702,9.6582457,608.5771715,4463.0,0.789514,4.49,32.4178069
3.2003149,18.204,1393.0,6060.0,1.4,4.2,626.171
3.0044799,13.4546,1596.0,6302.0,1.25,4.34,1078.67
4.2174286,18.2265,1705.0,6841.0,2.2,3.93,1403.49
3.6071588,11.5952,1599.0,6071.0,1.68,4.04,1086.36
3.5601365,14.1499,1904.0,6762.0,1.93,4.03,2183.57
3.6130857,23.3477984,1802.5658236,7520.0,1.63648,4.25,2495.0860744
2.0084283,16.5313,1764.0,5438.8,4.54,4.3,1608.42
1.5659063,18.7417,1821.0,6356.0,1.6,4.13,1827.32
1.84996,13.3315,2021.0,6320.0,1.37,4.26,2772.81
0.7135373,16.1586,1415.0,4349.7,0.74,4.58,667.233
2.669856,16.192,2290.0,7833.0,2.0,4.1,4573.16
4.4367891,16.9119,1100.0,6426.0,2.42,3.78,243.186
2.2350331,22.5855,2001.0,7057.0,1.51,4.27,2662.36
2.3019268,,1401.0,5322.0,,,639.638
3.6179419,11.142,1460.0,4460.0,0.87,4.4,755.42
0.6676722,17.2447,2284.0,6842.0,2.82,3.71,4517.79
4.9816829,9.90628,1007.0,5670.0,0.91,4.52,170.85
2.1972485,,1304.0,5146.9,,,480.575
2.1271199,13.6834,1476.0,5483.2,1.08,4.36,789.061
0.6756067,6.27738,1725.0,5411.0,0.92,4.48,1471.82
1.46503,5.43222,1379.0,5912.5,0.88,4.36,601.367
4.6288384,17.2704,2291.0,5978.9,2.22,3.89,4580.01
11.4483792,10.4552,999.0,6175.0,1.28,4.29,165.825
6.3885628,7.62451,725.0,5474.0,1.03,4.4,46.0383
2.2538878,,,,,,
3.6515704,12.4868,1150.0,6353.0,1.59,4.13,290.61
3.9563671,,1306.0,5601.0,,,483.791
1.862908,13.9775,3340.0,5626.0,1.39,4.15,20675.8
0.7799194,9.09676,1991.0,5473.0,2.04,3.8,2609.72
3.3789946,8.56973,1190.0,4809.0,0.82,4.51,333.667
2.6566986,17.7901,2022.0,6823.0,1.67,4.16,2780.14
4.040003,6.8572283,1370.1551938,5692.2,1.48298,4.1,832.9137795
3.2404614,18.8972,1179.0,5823.0,1.35,4.2,321.441
8.7520247,12.7543,911.0,5666.0,0.94,4.5,114.611
1.5810556,13.941,1780.0,5985.0,0.76,4.72,1668.68
4.0358074,17.8847,1316.0,6599.0,1.56,4.19,498.733
3.8795023,14.0735,1437.0,6048.0,1.26,4.29,709.036
2.7812908,18.2165,1998.0,7560.0,1.63,4.26,2647.01
4.3205081,14.5156,1436.0,7627.0,1.23,4.51,706.863
3.3626798,14.2118,1620.0,6165.0,1.39,4.22,1144.81
8.1744382,,904.8073455,5051.3,,,158.3964604
1.632,9.24379,1484.0,5997.0,1.11,4.39,806.657
2.5404529,,1614.3606628,4837.0,,,1605.1782553
5.6619072,10.5138,,6294.0,1.37,,518.945
2.9594651,17.5182,2886.0,6633.2,2.35,3.84,11520.9
2.1263167,22.1075367,2264.6722133,6361.4,2.2823701,3.83,6216.4494671
2.141186,,1443.8603659,4880.9,,,1027.1214106
3.3526843,11.1102207,1284.4248381,6245.0,1.0157599,4.51,643.2144362
2.2091186,20.0456418,2086.8817852,6876.0,1.79471,4.1,4482.4184345
5.5609997,15.2954,1264.0,5863.0,1.58,4.07,424.633
4.3847594,17.2316994,1629.5420157,6806.6,1.75577,4.12,1666.4153311
3.4471559,16.6194574,1609.4687264,6083.0,1.67828,4.05,1585.810069
5.4820954,13.3111519,1154.1798573,5719.0,1.28194,4.23,419.3870005
2.0449361,21.3235,1726.0,6247.6,1.22,,1476.47
2.0449545,18.9624,1400.0,5086.8,0.97,,638.907
8.9279009,15.0384,570.0,3916.0,0.67,4.59,17.5959
2.1186344,,1092.0,3898.0,,,236.176
3.9010509,15.3760904,2008.8567199,6257.0,2.7449501,3.65,3848.7247292
1.3605223,5.14347,1190.0,5924.0,1.15,4.35,333.693
4.3226285,12.2227,1246.0,6153.0,1.25,4.31,401.143
7.3498345,10.9465595,1175.1480188,6571.0,1.34715,4.31,450.7038757
1.5720089,8.25698,1647.0,7164.0,1.51,4.28,1224.0
2.4249041,13.9253,2205.0,6632.0,1.92,4.01,3929.91
1.3868302,14.7174,2267.0,7019.0,1.22,4.46,4386.75
2.8457134,10.8106,1827.0,6910.0,1.3,4.39,1849.83
2.0391352,11.8618,1429.0,5773.0,0.89,4.55,693.385
0.8054361,8.06243,2017.0,5905.0,1.4,4.13,2752.55
7.2041454,10.8839,1450.0,7176.0,2.34,3.91,735.576
8.6681997,11.0832,1312.0,6133.0,1.77,4.01,492.998
3.2569118,15.9704,1956.0,7320.0,2.1,4.01,2431.32
1.6363822,10.6745489,2119.2651364,6361.0,1.6787,4.09,4767.1868729
1.1239749,5.17993,1530.0,6220.0,0.95,4.56,910.705
5.5698287,13.1629,910.0,5751.6,1.22,4.28,113.909
1.3328042,7.33432,2422.0,6561.0,1.67,4.12,5718.54
2.0139493,23.9926,1900.0,6074.0,1.56,4.11,2165.86
4.942456,12.1509,957.0,5516.0,0.92,4.49,139.422
4.8306667,14.4419,1521.0,6567.0,1.44,4.26,889.049
6.3087809,,714.0,5267.2,,,43.1496
2.3631898,,1368.3878926,4883.2,,,828.6247355
1.5169786,6.64263,1782.0,5828.0,1.02,4.44,1674.03
4.2442882,13.1653,1871.0,6915.0,1.52,4.25,2036.6
4.0446543,,1383.0,5172.7,,,607.949
1.2361087,8.82245,1131.0,4313.2,0.59,,272.064
1.9405161,15.0354,2685.0,8213.0,1.94,4.16,8627.96
4.0996864,,,,,,
2.3577049,11.6588,2342.0,7822.0,1.39,4.42,4995.52
1.3509356,,1811.0,4297.6,,,1788.91
1.14057,6.52263,2986.0,5349.5,0.84,4.44,13201.6
2.2364485,24.5257,2209.0,6905.0,1.51,4.26,3957.51
3.5949457,11.7369,1267.0,6131.0,1.36,4.24,428.368
4.1943867,13.2866,958.0,4515.0,0.76,4.53,140.213
2.5395579,,1047.0,3931.6,,,199.853
5.7759952,11.5628,1171.0,5992.0,1.31,4.24,313.194
1.2008331,,,,,,
2.6985136,,1288.0,3922.8,,,457.995
3.2136333,11.1273,1215.0,6189.4,1.25,4.32,362.609
3.3704313,13.6938,1723.0,5765.0,1.85,3.92,1466.04
1.82856,20.4999,1871.0,6078.0,1.53,4.13,2034.63
2.1970052,12.6118,1623.0,5636.0,1.47,4.1,1152.76
0.4947938,8.7665514,2849.8678213,5879.0,1.5121,4.11,15589.0579756
2.1301227,,1590.0,5830.0,,,1062.41
4.9214799,,903.0,5055.0,,,110.739
0.9714298,8.81333,1981.0,6495.0,2.18,3.89,2557.87
1.4466788,12.978,1699.0,5881.0,1.81,3.95,1386.27
5.1890769,15.2719,1510.0,6195.0,1.81,4.0,863.316
11.8413467,2.20757,574.0,4554.0,0.77,4.52,18.0311
6.0379203,1.49811,763.0,4554.0,0.77,4.52,56.3052
2.217782,10.4759,946.0,4841.0,0.81,4.52,133.224
16.0085751,19.3218,976.0,5992.0,1.08,4.34939,150.886
6.9625419,2.97636,1214.0,5727.0,0.95,4.5,360.794
3.7833369,13.3743,1222.0,5266.0,1.23,4.21,370.391
2.6520851,,,6054.0,,4.29,
9.1317488,14.7541,636.0,5198.2,0.75,4.63,27.2956
2.4038651,22.3961,,5961.0,1.21,,1441.91
9.2224171,15.6527771,1477.1119659,6332.0,2.5926199,3.7075,1125.057365
8.159487,3.3709444,1000.5192324,5860.0,1.2115099,4.29672,236.8223938
1.6883103,7.5805,1543.0,4830.0,0.9,4.42,941.489
1.8012697,3.19942,1576.0,4570.0,0.75,4.54,1024.77
1.5503072,15.625642,2689.3260002,7747.0,1.98568,4.1,12362.172636
2.3753009,14.7510708,1684.9911465,6087.0,1.43317,4.18,1905.0724424
1.8751894,14.0349,1641.0,5410.0,1.5,4.06,1205.51
9.4546478,12.7656513,908.9128651,5001.6,3.2739301,,161.2909516
12.4844641,8.49489,463.0,3815.0,0.63,4.63,7.652
2.9157041,13.8344,1692.0,6400.6,1.2,4.39,1361.85
2.8054221,,1292.3377117,4879.0,,,659.2119513
3.6502527,21.323,1722.0,6630.3,1.95,4.0,1462.84
2.5312823,11.7709,2724.0,6170.0,2.98,3.56,9149.72
5.5455798,10.3353813,1002.1907807,5354.0,1.07607,4.34,238.4089829
4.4236732,12.6262986,1179.6108266,6096.0,1.06163,4.44,457.5894483
3.4391954,12.4377309,705.1521561,3902.0,0.637223,4.62,58.4322157
3.4177514,15.3577,1450.0,5868.0,1.52,4.1,734.21
1.6882863,,,,,,
2.7509863,12.6685799,1255.7382989,5317.0,1.0711401,4.34,587.6484052
0.5318566,,1869.0,4852.0,,,2027.68
7.327945,9.49027,697.0,4521.0,0.79,4.5,39.3409
4.5991516,,1042.0,5262.9,,,195.841
0.7127815,16.3576,1729.0,5625.4,0.98,,1485.48
3.525723,12.6783,1849.0,6442.0,1.85,4.02,1943.53
0.7123317,13.7901,1287.0,4728.0,0.98,4.34,456.304
7.7925448,25.4471346,1164.120025,6307.0,1.44678,4.21,434.0222975
3.2006677,15.3648,2123.0,7438.0,2.09,4.03,3373.51
4.9186433,10.544,648.0,4394.0,0.72,4.56,29.4413
2.0391741,,943.0,5371.5,,,131.518
2.7557652,14.7906,1261.0,,1.18,,420.126
2.8652288,13.2096,1151.0,5945.0,1.06,4.42,291.711
3.3969441,14.4039682,1373.2191493,5864.0,1.27071,4.26,840.3890897
3.2690486,12.349,1674.0,6368.0,1.55,4.16,1303.81
3.029136,,,,,,
10.7844934,6.26037,374.0,3558.0,0.51,4.73,3.24982
1.2926975,,,,,,
4.8401948,,3148.0,12745.0,,,16322.4
0.5542332,16.3177,2980.0,7366.0,2.43,3.89,13101.0
4.127728,11.0098,836.0,5820.0,0.9,4.55,81.2443
3.2969977,17.145,1908.0,7108.0,1.83,4.11,2202.26
3.990533,16.0765989,1382.1108481,5868.2,2.76442,,862.3677457
7.4316274,,628.0,3505.0,,,25.9699
0.8970184,,,,,,
5.6320791,11.8957,1489.0,6409.0,2.0,3.95,817.311
4.633735,,1042.0,3905.6,,,196.033
2.8317721,17.0328,1434.0,6084.0,1.48,4.15,703.307
9.1509453,,884.0,4474.0,,,101.474
2.3720554,7.05055,1412.0,4668.0,1.11,4.22,661.224
8.9522767,,1221.0,5317.7,,,369.297
1.8118703,18.0792,1468.0,6222.0,2.25,3.81,772.444
5.21228,19.3512,1820.0,8532.0,2.06,4.14,1823.95
2.7723915,6.3703129,951.7467616,4558.0,0.775641,4.52,193.9128694
1.8200065,11.7988,1288.0,4994.0,0.91,4.43,457.836
2.1738256,17.3093,1899.0,7588.0,3.28,3.65,2159.42
3.3898234,14.9878,1083.0,6096.0,3.13,3.5,229.032
0.9787891,17.8038,2371.0,6959.0,2.09,3.98,5251.58
10.7012764,19.1102,978.0,5853.2,1.17,,152.102
2.5926199,11.0137,537.0,3375.0,0.37,4.85,13.8883
7.748612,2.2168828,351.9088621,3230.0,0.307821,4.91717,3.6244475
8.4130034,4.3741604,1335.6413065,6529.0,1.92409,3.99995,752.108278
1.5505494,8.21753,2588.0,,2.02,,7457.95
4.218076,10.0080468,1128.0732222,5780.0,1.0,4.438,382.7103105
4.8768783,4.71563,1154.0,4562.0,0.75,4.54562,295.298
4.5992844,19.0560523,1905.2568703,5695.0,3.1233001,3.45316,3114.1185902
2.5130547,8.55709,1659.0,5635.0,0.85,4.41,1258.82
7.3436151,3.996537,928.2392842,5406.0,1.0980901,4.32992,175.4529921
,10.6445904,741.7781718,5406.0,1.0980901,4.32992,71.5512456
15.3502505,19.2152,750.0,5782.5,1.0,3.92,52.6633
3.4468018,9.8310336,1835.4167797,7853.0,1.5443701,4.33241,2682.0062952
1.1882549,12.1227001,2961.4012649,8405.0,1.78789,4.25145,18176.4904225
2.1570462,14.5949243,1448.8262904,5863.0,1.04535,4.42,1041.3249499
2.9151556,7.4578,,6220.0,1.34,,504.746
4.4961387,12.7988183,1159.2289516,5554.0,1.18466,4.28,426.7739259
1.7561019,8.43478,1571.0,4896.0,0.81,4.52,1012.39
1.2997811,13.6803,2068.0,6053.0,1.61,4.08,3036.53
25.8944827,17.6301,357.0,4375.0,0.74,4.53,2.69966
0.6843601,6.83269,1873.0,6779.0,2.17,3.93,2045.89
2.0042661,17.4679856,2259.9883961,7284.0,1.8149,4.14,6165.1811066
6.5718534,17.2374292,893.7491602,4773.0,1.89337,,150.7938358
3.1479532,17.745577,1849.5348804,7298.0,1.63943,4.23,2765.4837198
3.5414573,7.74182,1190.0,5244.0,0.99,4.4,333.084
2.3907751,21.8606641,1861.1528619,5382.0,2.0989001,3.76,2835.6275008
2.1803154,18.3770154,2274.9584022,7166.0,1.9933,4.04,6330.1622488
10.3380912,14.0125,1024.0,6650.0,1.7,4.12,183.03
1.55028,14.723,1806.0,5039.5,0.87,,1769.75
0.9183768,7.7093,1412.0,5176.0,0.9,4.47,660.579
