pl_orbper,pl_rade,pl_eqt,st_teff,st_rad,st_logg,pl_insol
3.6001959,16.1928,1619.0,7172.0,1.75,4.16,1141.26
5.3073459,2.05347,1313.0,5821.4,1.42,4.16,494.046
3.4902115,2.05978,1352.0,6111.0,1.09,4.43,555.873
5.5387718,2.07738,1219.0,6111.0,1.09,4.43,366.683
10.7148661,14.037554,339.8915287,3054.0,0.422267,4.438,3.1541502
1.773346,7.95884,2492.0,6802.0,3.08,3.63,6411.52
2.0348789,3.57655,4867.0,8279.0,2.94,3.81,93196.9
4.2971136,14.1426,1000.0,5203.0,0.85,4.53,166.22
7.151653,22.4773,720.0,5635.0,1.14,4.32,44.731
6.0879495,12.8134,526.0,3971.0,0.66,4.6,12.8029
6.9279673,9.55039,806.0,5950.0,1.04,4.44,70.231
1.5732848,14.7247524,1603.8131115,5400.0,1.09539,4.38782,1563.6373659
4.0681112,9.75584,2283.0,7070.0,1.78,4.13,4517.28
1.4553693,13.4308,1671.0,6344.5,1.25,,1295.38
1.8911553,21.7999,1342.0,5711.0,1.01,4.44,538.48
5.3054422,17.4742,1324.0,6473.0,1.27,4.35,510.647
6.2356356,9.02698,1397.0,5854.0,1.76,3.97,633.344
3.541053,,,,,,
2.8564778,21.5886,2665.0,5777.0,1.65,4.02,8379.19
9.3202467,7.8768,1108.0,5916.0,1.67,4.02,250.474
4.6498719,16.6839,2313.0,9056.0,1.78,4.3,4756.94
8.1703609,22.3829,,8190.0,2.1,4.438,1223.74
2.5167257,12.9083148,1240.0502722,5403.0,0.982638,4.50146,558.8280149
5.7728793,,,,,,
2.4849639,14.0194,1710.0,6252.0,1.6,4.11,1421.21
4.1034672,10.5038,1427.0,6753.0,1.27,4.39,689.785
1.82544,11.7503,1022.0,4324.0,0.77,4.49,181.783
2.6325313,15.2766,1731.0,5407.0,2.42,3.64,1493.24
2.8067423,13.4381,1214.0,5863.0,0.98,4.48,361.087
4.7427131,17.876,1179.0,5947.0,1.51,4.12,320.783
1.8137851,,870.0,4032.5,,,95.2905
4.3962009,,1112.6269619,4032.5,,,362.1757107
7.0423707,14.7821,762.0,4892.0,1.88,,56.09
3.0755983,,1099.0,4355.4,,,242.553
2.2963814,20.9239,2361.0,6620.0,1.87,4.04,5163.1
4.7559737,1.725417,909.5327855,5175.2,0.841842,4.37657,161.7314334
17.1807214,2.1954034,592.7674866,5175.2,0.841842,4.37657,29.1782002
3.2174446,,1694.311528,,,,1947.5744337
5.1175439,12.6029,943.0,6429.0,2.07,3.92,131.814
7.2089041,,,,,,
2.7991658,,1049.0,4841.6,,,201.078
6.3262148,12.5231,1354.0,5842.0,1.9,3.9,558.3
16.2840915,7.99273,924.0,5770.0,1.2,4.29,121.312
3.1239771,,1246.8268423,4861.0,,,571.143943
3.6074546,2.69934,1156.0,5593.0,0.91,4.52,297.468
2.9346956,23.898,1793.0,6728.0,2.23,3.9,1718.88
0.4459299,20.4459,4056.0,8878.0,1.7,4.33,44946.6
0.7617828,,1995.7142723,6132.7,,,3748.9914891
11.851162,,799.4084682,4983.0,,,96.5152588
3.2738129,14.6729,1475.0,5976.0,1.27,4.27,786.258
1.7519943,9.23623,1355.0,5483.0,1.39,4.14,559.892
2.0976705,14.488932,2395.3326749,5914.8,2.7729599,3.59,7780.0852689
0.6333315,6.24344,1284.0,5713.0,2.35,3.67,451.285
3.518972,13.7987,1407.0,5972.0,1.16,4.35,650.74
5.7626055,,1141.0,5558.7,,,281.843
13.5098037,16.3981,730.0,5780.0,0.94,4.51,47.2072
3.0131053,17.061,1585.0,6838.0,1.4,4.32,1049.56
3.5008785,14.5866828,1655.3754994,5759.0,1.8056901,4.3,1774.627038
1.1703152,9.82528,1941.0,6328.0,1.23,4.36,2357.73
1.0268508,3.2806,1925.0,4938.0,0.85,4.49,2280.33
4.2337624,14.6498,1214.0,6387.0,1.86,4.0,360.852
6.0597,8.06637,603.0,5036.0,0.82,4.54,21.9969
2.9757428,18.7018,1817.0,6025.0,2.18,3.81,1810.83
,9.33426,958.0,5216.0,0.98,4.43,229.346
0.8560277,3.15801,,11798.0,2.38,4.18,46825.3
710.6982018,2.0928405,243.9123864,5334.0,0.796254,4.6001,0.8364817
82.9294114,11.4756331,182.8021957,5271.0,0.960919,4.43,0.2639044
2.4261538,2.6600255,1234.029846,5271.0,0.960919,4.43,548.0543839
19.4723789,17.3337286,1052.1008534,7182.7,1.9674799,4.24,289.5679511
5.4107024,2.9859726,299.447353,2938.0,0.185013,5.14513,1.9002158
104.6162557,15.8235575,562.0116791,6115.26,1.97585,3.90726,23.5777503
3.4672779,2.1135466,492.9988422,3383.0,0.332564,4.89132,13.9606166
,10.4883207,530.0285587,6930.0,1.81171,4.10087,18.6516855
16.364873,3.9248322,634.2219521,5481.0,0.856226,4.56,38.2371999
1.8586624,1.9323657,1309.6200353,5481.0,0.856226,4.56,695.1879631
9.1910792,2.7251006,768.6995876,5481.0,0.856226,4.56,82.5177911
194.2432864,4.4714848,477.6516387,7923.0,1.5184,4.35405,12.3017271
20.9040576,4.53003,1260.0,5708.0,1.0,4.44413,419.568
10.9776867,5.76837,1542.0,5708.0,1.0,4.44413,938.995
19.5620458,3.2870868,464.0100077,4246.8,0.758892,4.5,10.9554543
6.2185453,19.4459,1480.0,7968.0,2.14,4.06,798.226
4.8013522,14.2355,1622.0,6399.9,2.11,3.9,1151.39
4.413935,13.3105,1153.0,5972.0,1.28,,293.437
7.5395871,4.39334,759.0,5223.0,0.78,4.6,55.2646
5.2192426,3.8343,1035.0,5688.0,0.99,4.45,190.795
4.1018859,13.8992,1462.0,6327.7,1.31,4.3,759.181
1.3832999,16.4864,2842.0,5786.0,1.16,4.33,10840.4
8.2617663,2.3414536,531.2398464,4105.0,0.6194,4.60015,18.8227716
3.2141617,11.8959,1291.0,7137.0,1.72,4.17,462.146
3.6014534,,,,,,
5.0467874,9.9097,1564.0,6252.0,1.08,4.45,995.585
5.3970484,11.7601,1639.0,5996.0,2.24,3.78,1200.61
3.6307276,14.0586,1506.0,6350.0,1.25,4.35,855.031
22.7273078,19.0824,677.0,6243.0,1.98,3.93,34.998
8.0823172,15.2282,774.0,5351.5,0.98,,59.7456
2.0804611,11.5464,2165.0,6434.0,1.6,4.14,3648.06
5.7627112,15.7774,1631.0,6589.0,1.48,4.24,1176.49
9.6578504,9.98401,1117.0,5557.0,2.09,3.79,258.473
3.0629783,14.5105081,1912.9129538,7691.0,2.05,4.11671,2303.34
3.9589142,15.2242,1161.0,5963.0,1.22,4.3,301.848
5.8850401,6.61503,1142.0,5712.4,1.18,4.3,282.509
3.532822,13.474905,1372.1206975,6153.0,1.25,4.34152,837.7033716
2.5089892,5.46523,1384.0,5574.0,0.99,4.44,609.961
10.0462596,16.4472821,801.0080118,5637.9,0.945159,4.49,97.290087
2.4567112,3.05136,1387.0,6223.0,1.16,4.39,614.383
3.6142971,,,,,,
1.8020923,17.3634,1832.0,5760.0,1.85,3.92,1870.78
3.0295916,,1127.0,5081.3,,,267.84
2.7761628,6.58454,1342.0,5778.0,1.84,3.92,538.633
4.7257129,10.5468,1205.0,6139.0,2.48,3.71,350.147
4.2989288,9.94472,1223.0,5671.0,1.45,4.12,371.547
4.7308142,9.85689,1154.0,5777.0,1.05,4.42,295.429
2.9626402,12.65489,1033.7453536,5473.0,0.718635,4.60845,269.8828476
7.1357259,2.7853042,822.4059608,5446.0,0.835627,4.57,108.1100329
7.8808589,10.2354,1149.0,5914.8,1.41,4.17,289.546
2.3238426,13.8867,1513.0,5983.9,1.38,4.2,870.497
5.1191172,13.0806,1542.0,5926.0,1.7,4.01,939.766
4.1508803,8.31799,807.0,4460.0,0.73,4.56,70.6022
1.1771655,2.93951,1430.0,5313.0,0.8,4.59,695.522
12.1525595,10.0438,1087.0,6029.0,1.28,4.27,232.183
1.7201092,9.82252,1798.0,5878.0,1.13,4.36,1736.59
1.6242109,14.9916,1632.0,5705.0,1.06,4.39,1180.41
2.4330551,,1212.0,5512.0,,,359.358
11.3929129,10.0728,836.0,5217.0,1.14,4.28,81.354
19.9706574,3.1454612,567.2769582,4985.0,0.899081,4.45,24.4738096
16.5272651,2.9241556,581.4569608,5030.0,0.821739,4.53132,27.0141494
722.2619756,2.7207078,231.3609161,5857.0,1.22059,4.26578,0.6771439
6.6019866,3.55715,1680.0,6758.0,1.45,4.28,1325.35
0.58644,2.31276,2511.0,5997.7,1.0,,6607.5
0.8062768,9.05313,3231.0,7311.1,3.37,4.16,18112.6
6.5445251,2.62701,868.0,5686.0,0.98,4.46,94.6613
38.7619532,2.5255313,492.9832275,5653.0,0.876001,4.55306,13.958848
8.6110844,4.3063675,1319.7436969,6908.0,1.76524,4.12055,716.9343478
15.5718552,2.44317,912.0,6352.33,1.31,4.30502,115.206
31.7180208,2.2998049,696.5022874,6352.33,1.30883,4.30502,55.617465
9.7607632,2.22799,653.0,5558.0,0.8,4.62634,30.3621
2.7535993,10.7107,1082.0,5032.08,0.86,4.49678,227.759
15.2664658,12.2663968,650.4312952,5420.82,0.874078,4.52994,42.2986706
3.7224626,11.4694856,940.6014835,4926.0,0.82064,4.51771,184.988035
1.2089755,1.68645,1183.0,4199.0,0.63,4.65321,325.749
3.408833,14.2632,1430.0,6134.0,1.11,4.41,695.65
5.8903558,,1009.241068,5780.0,,4.438,245.1888178
4.7633952,10.2196833,938.3708227,5258.0,0.87551,4.51,183.2394519
3.2047072,,,5342.0,,,
3.0717182,12.0054949,1043.0891762,5082.0,0.848394,4.5108,279.7736168
0.3643225,6.9527391,1086.4738962,3473.0,0.347331,4.87657,329.3048956
2.7186256,12.4543,1388.0,6427.0,1.03,4.52834,616.33
0.9260632,1.67736,1576.0,5640.0,1.11,4.35,1025.84
2.4841975,13.3413,1232.0,6089.0,1.28,4.28,383.047
2.2602655,2.7262374,547.9367777,3236.0,0.341024,4.88,21.3031001
0.3994445,0.9086617,1247.0250186,3702.0,0.485948,4.75,571.5071504
4.0249712,10.8574371,827.5576787,4492.0,0.770497,4.51578,110.8444857
7.7223185,,1441.0,8539.7,,,717.021
3.7863767,9.94411,2044.0,6892.9,2.16,3.95,2897.86
4.3591525,3.61577,1394.0,5866.0,1.2,4.3,626.954
5.8679992,14.2889,1735.0,7054.0,2.16,3.96,1505.89
1.6025971,10.4975,1528.0,5164.0,0.95,4.43,905.776
16.3734954,,799.0,5809.3,,,67.779
1.9326573,10.5088307,1196.3465579,4909.0,0.861743,4.47,484.1155352
2.7319222,13.2415,1927.0,5473.0,2.08,3.79,2289.27
7.2644599,15.0763,1295.0,6617.0,1.64,4.15,468.187
2.8636452,,2890.0,8675.5,,,11583.8
2.9444273,12.7921539,1076.5451049,5150.0,0.88727,4.55754,317.4314288
1.9491813,15.8333,2165.0,6472.0,1.36,4.29,3650.34
6.0049484,12.6954,1173.0,6373.5,1.26,4.26,315.049
2.8894603,13.0354,1304.0,5604.0,0.97,4.46,480.071
1.7454828,14.1453349,2012.9003882,6674.0,1.4871401,4.24,3879.8071248
8.6000244,4.55822,1020.0,5700.8,1.14,4.33,180.356
2.4732088,15.4982,1826.0,6643.0,1.87,4.04,1846.66
10.4137997,10.0431,919.0,6079.0,1.2,4.33,118.725
2.9588764,14.8585,1668.0,6041.0,1.13,4.38,1285.38
7.9927894,,971.0,5530.9,,,147.635
0.7583741,5.4111,1660.0,6209.0,1.56,4.13,1262.0
4.5029619,9.44788,2010.0,8103.0,1.77,4.24,2710.22
1.972401,14.7348,1916.0,6184.0,1.6,4.1,2239.66
31.4001189,10.2456091,455.3113573,4953.0,0.791713,4.55,10.156754
1.7560902,7.52118,,6249.0,1.29,4.28,1923.34
4.6546139,12.7473,861.0,5966.0,1.58,4.08,91.4646
1.5373948,5.76435,1391.0,5091.0,1.0,4.36,621.715
0.7409429,4.58442,1740.0,5406.0,0.87,4.53,1523.27
21.7894491,,652.5693517,6118.5,,,42.8575849
17.356719,9.705386,523.4129662,4697.0,0.760629,4.55,17.7377655
4.567925,14.2306,1125.0,5675.0,1.04,4.41,266.468
5.0518907,9.11036,1372.0,6328.9,1.55,4.15,588.998
2.4076941,7.15781,1113.0,5702.0,0.98,4.46,255.63
2.8668029,,983.0,4871.9,,,155.045
2.0381761,13.0071,1169.0,4928.0,0.82,4.52,310.835
13.1757294,1.9602373,325.2663942,3349.0,0.388609,4.94138,2.6453174
6.614911,1.2731554,409.2506857,3349.0,0.388609,4.94138,6.6294678
23.1315739,,427.0,4952.3,,,5.53336
183.0019106,5.5931205,555.1292025,6200.0,2.7539101,3.63371,22.4438469
374.3644315,5.1223706,437.3016226,6200.0,2.7539101,3.63371,8.6426188
2.7299049,1.3513606,362.1910146,2887.0,0.155498,5.15917,4.0669768
32.696666,1.3159881,614.7243418,6079.16,1.09843,4.438,33.7475807
4.6545798,0.5531037,1177.3025181,6079.16,1.09843,4.438,454.0182322
9.1512776,2.45142,759.0,5015.0,0.79,4.47652,55.3616
,2.5058764,405.3306898,5220.0,0.829943,4.54936,6.3790933
12.4610086,3.2809492,588.5612549,4891.0,0.726632,4.62,28.3587888
0.4900589,1.4741529,1730.7192689,4891.0,0.726632,4.62,2120.4474663
739.1670007,2.6735992,132.3381364,4159.0,0.721084,4.53501,0.0724872
15.0700779,2.7293235,621.4981538,5159.0,0.850729,4.519,35.2598429
0.9902892,1.4156529,1540.1309997,5159.0,0.850729,4.519,1329.6938235
726.1175225,2.4385296,228.0606305,3808.0,0.55033,4.69366,0.6393259
6.8227645,3.6003512,1370.0984633,5781.0,2.0587699,3.82788,832.7758427
73.580982,3.3991025,703.162429,7802.0,1.76118,4.21386,57.7754894
5.8795752,1.8721219,498.6247907,3611.0,0.492759,4.74,14.6088648
2.70582,18.4904,2151.0,6441.6,2.1,3.91,3557.29
3.6528112,12.6675004,1095.6337284,5610.0,0.907682,4.51915,340.5513253
4.53347,13.221703,1206.886094,5846.0,1.1971,4.31,501.4020843
5.8176452,11.6459,1136.0,5633.4,1.22,4.27,277.39
2.1747824,1.79105,1013.0,4542.0,0.71,4.58,174.942
2.849282,4.75272,912.0,4279.0,0.74,4.53,115.305
4.0984741,14.8366922,1078.6113787,5198.0,1.0639499,4.33,319.8755104
4.0460644,18.2851,2509.0,6404.0,1.81,4.03,6586.47
6.6629951,3.7022837,1021.2631882,5975.0,1.07392,4.42,257.0820256
7.1385672,3.60516,787.0,5144.5,0.77,4.6,63.7967
3.4715644,2.65245,1163.0,5144.5,0.77,4.6,304.054
4.1591488,12.1616,1259.0,5576.0,1.11,4.34,417.295
18.0826084,3.911716,465.1025269,3321.0,0.296,4.95373,11.0589985
2.5048178,3.9467,1282.0,5328.0,0.92,4.47,448.655
1.1339769,,1384.0,5986.2,,,609.124
5.9167817,18.1119,577.0,4781.0,1.05,4.29,18.5055
5.7740318,24.6129,1412.0,4837.8,3.19,,660.328
3.3138453,8.15594,1753.0,6153.0,1.36,4.24,1568.27
4.0492184,,,,,,
5.545745,15.8197,918.0,5706.0,1.05,4.41,118.195
8.9727235,13.0195,948.0,5605.0,1.21,4.27,134.631
11.2473628,15.7487,920.0,6141.0,1.53,4.14,119.042
3.190373,12.0669,820.0,3722.0,0.6,4.65,75.4043
2.6006996,8.8613965,1545.0922159,6673.0,1.1433901,4.47,1346.9101325
1.5889429,14.0293,1245.0,5150.0,0.8,4.57,399.352
10.8717,9.098964,373.250606,3692.0,0.488,4.78092,4.5869403
27.1358856,10.9270095,738.2202692,6315.0,1.33332,4.28,70.1883225
5.469359,12.6725,1137.0,7182.0,1.61,4.23,278.238
4.4712213,15.8899,2415.0,7586.0,1.71,4.22,5650.08
3.7260939,13.5887921,1160.4576185,5736.0,0.9975,4.45,428.5861553
5.124162,13.6708,1367.0,5750.0,1.65,4.01,581.326
2.8183053,,1290.3655018,,,,655.1971145
5.9730504,13.7408,1262.0,6137.0,1.41,4.2,421.342
736.5601487,13.9475,,5895.4,1.31,,0.0558395
19.0286016,8.13514,536.0,4733.0,0.81,4.5,13.7261
0.9855374,10.8393,1732.0,6198.4,1.76,4.02,1493.99
7.2087245,,904.0,5144.9,,,110.913
6.7473822,13.1026,730.0,5332.0,1.06,4.35,47.3055
1.6323062,15.8543427,1337.9878723,5099.9,0.912575,4.45,757.4076888
3.8823511,9.5364228,1465.018804,5622.4,1.68668,3.98,1088.6638396
3.5908038,9.85407,1291.0,5657.0,1.18,4.3,462.467
6.7201811,11.5271,823.0,4914.0,0.85,4.49,76.4183
3.6772391,13.2496189,1244.8918384,5801.0,1.11792,4.36,567.6066573
1.1578392,11.2362,1973.0,6409.0,1.18,4.4,2519.45
2.7240303,10.9383,1038.0,5366.0,0.93,4.47,193.03
2.1654694,13.5615,1970.0,5830.0,1.86,4.26,2503.96
3.1504798,10.0008,876.0,5229.0,0.89,4.49,98.0783
6.5169955,2.26174,783.0,4937.5,0.71,4.64,62.6073
2.1390271,,1887.0,5869.6,,,2105.59
2.3079651,,,,,,
3.2175013,16.011,1580.0,7932.0,1.56,4.32,1034.94
3.0492435,,,,,,
4.3965758,9.71601,1205.0,5957.0,1.23,4.3,350.289
5.5679111,9.5108395,808.2369842,4887.0,0.801525,4.53,100.8499947
3.1639309,,1598.0,6323.0,,,1083.96
8.2861614,2.2912229,825.5991243,5809.0,0.914215,4.56733,109.7988765
20.2730282,10.4386,592.0,5742.0,0.86,4.58473,20.4393
358.2825093,3.8800495,191.8448019,4354.29,0.865987,4.39555,0.3201261
1.1343824,1.7532446,1578.3530385,5683.0,0.846842,4.58721,1466.6875463
,6.5519689,379.3574727,4438.0,0.725033,4.438,4.8945816
2.24704,18.1799,1812.0,6846.0,1.2,4.23,1793.26
25.1290153,1.93226,627.0,5871.0,1.04,4.43296,25.7431
46.4093732,2.1862997,519.1966657,5871.0,1.03563,4.43296,17.1730953
,3.3520677,1162.1198678,6163.97,2.4612,3.72396,431.0470784
13.4190972,2.4168515,850.6234364,5914.2,1.20531,4.30929,123.7286797
14.6762658,2.8523348,339.5049488,3414.0,0.458861,4.77364,3.139825
21.9692578,4.1061739,296.7878863,3414.0,0.458861,4.77364,1.8336046
6.2509468,1.1306823,438.8091174,3479.0,0.395397,4.8309,8.76241
1.6500673,2.3990078,712.1282782,3896.0,0.454049,4.70541,60.7790529
1826.0790324,2.7599003,408.0376856,6034.49,1.07903,4.42122,6.5512188
0.8303285,3.44971,1428.0,3672.0,0.57,4.68064,691.538
8.2000875,2.7997542,704.4580992,4865.6,0.793476,4.54,58.2025038
4.0248735,11.6786,876.0,4492.0,0.75,4.52,97.8595
0.745637,7.71235,2202.0,6984.0,1.96,4.04,3906.17
3.0026215,14.0672,2254.0,5630.0,1.45,4.11,4289.27
4.6003967,5.39503,,5970.5,1.59,,82.7066
3.3129214,4.28877,1119.0,5512.0,0.98,4.44,260.965
5.358776,1.4454154,403.7401541,3562.0,0.275953,4.97389,6.2795537
1.8868756,4.8297,2734.0,7751.0,2.57,3.81,9275.7
9.956296,8.32411,1655.0,4956.0,3.38,,1247.74
0.3011506,1.2801124,1027.596418,3304.0,0.286178,4.96212,263.5186329
20.3129649,10.8026737,866.2905237,6490.0,1.4658999,4.23,133.0991422
39.1076478,1.4669377,458.2261962,5490.0,0.796293,4.61819,10.4193507
522.6272677,2.2445426,279.9010524,6199.0,1.40973,4.21534,1.4505715
3.792456,1.4571721,414.6491761,3319.0,0.218553,5.03236,6.9862517
32.291901,5.1460938,616.6120377,6013.0,1.23318,4.438,34.1640224
6.5812768,1.6765354,1005.888008,5217.0,2.2631199,4.438,241.9466004
3.9649053,1.4999935,522.5103737,3476.0,0.426767,4.80232,17.615731
3.8074213,15.4202705,1358.6227154,5296.0,1.56375,4.01,805.2235864
10.7490194,11.4707,639.0,5424.0,1.14,4.3,27.7925
2.921685,19.091127,1576.1185868,6332.0,1.37266,4.26074,1458.3996927
4.6942884,16.4932,1546.0,6400.0,2.03,3.93,948.685
1.9055614,,,6071.0,,,
3.7244324,,2167.0,7759.0,,,3666.29
6.7519508,19.5004,1059.0,8297.0,1.69,4.29,209.336
3.3583921,8.84831,1200.0,5177.0,0.91,4.46,344.843
6.4311106,11.4436,1050.0,6741.0,1.45,4.27,202.251
5.6984189,10.8479,1706.0,7528.0,1.74,4.2,1406.27
3.5037708,13.0482,1383.0,6107.0,1.42,4.19,608.189
4.3930669,14.0261,1134.0,6328.0,1.32,4.3,275.326
7.5002702,11.2467,812.0,5644.0,1.14,4.32,72.4941
2.7817379,12.6841023,1270.3448387,5600.0,1.02095,4.4291,615.4708822
1.6102435,16.8320485,1951.3154178,6080.2,1.48651,4.15,3426.3435462
4.2809767,13.0113,1279.0,5964.0,1.49,4.13,445.261
8.4481666,10.2494,609.0,5826.1,1.05,4.42,22.9265
3.4658629,15.0462,1620.0,6688.0,1.49,4.24,1145.52
3.5658043,13.7385,1610.0,6214.0,1.4,4.23,1115.66
1.9872259,15.6112,1670.0,6178.0,1.08,4.44,1292.25
1.33679,2.70732,1581.0,5600.0,0.98,4.43748,1038.31
3.7519831,12.9516,1157.0,5389.0,0.97,4.43,297.501
9.2584055,11.7073433,1361.0709228,5707.0,2.53632,3.64,811.0432719
4.625568,13.2242,1313.0,5972.0,1.34,4.23,493.442
2.0714803,9.7546,2274.0,7047.0,2.46,3.85,4440.11
15.634183,11.238,611.0,5725.0,0.96,4.49,23.2536
2.8285323,10.3779772,1208.4765945,5257.0,1.02586,4.37,504.0504139
5.6917579,12.6894204,1309.3579262,5783.0,1.66513,4.01,694.6315867
3.1774814,13.9016,1393.0,6071.0,1.12,4.39,625.157
2.7284428,12.71,1266.0,5686.0,1.21,4.28,427.584
3.2462849,18.4686,,5895.5,1.06,,610.063
6.7992776,1.09621,656.0,4913.8,0.73,4.54,30.7937
3.177514,5.10272,975.0,4740.0,0.82,4.49,150.032
3.0038696,3.44576,1702.0,6171.0,1.2,4.35,1394.39
7.495973,12.6471,1186.0,5667.0,1.41,4.14,328.532
10.4722034,3.13882,773.0,5388.0,0.79,4.61,59.5148
17.7046155,2.8587599,586.5001986,5388.0,0.791536,4.61,27.963637
703.79367,1.860295,189.7945133,4709.0,0.739835,4.57486,0.3066589
2.9224661,20.8842189,2027.1156538,5520.0,2.7442901,3.55,3990.5716341
1.17409,49.6799,3798.0,8242.0,3.67,3.61,34547.8
3.3513304,17.7728,1155.0,4886.0,8.71,,295.994
2.9034242,6.62177,1351.0,5992.0,2.25,3.77,554.218
5.4468377,4.39864,1396.0,6793.0,1.68,4.15,631.423
8.9021443,9.954598,1260.8869541,6606.0,1.7521,4.09,597.3455143
8.2197647,7.65998,806.0,6657.0,2.12,3.93,70.2704
4.5006638,14.2378,3520.0,8933.0,1.48,4.45175,25501.0
16.3363665,2.0492403,290.9398052,3365.0,0.326568,4.89744,1.6932987
2.2887763,2.8057654,805.0445873,3953.0,0.617703,4.6489,99.2660496
7.4997158,13.7499035,1191.0623003,4979.2,1.90969,3.92,475.6186937
1.2540806,10.3493319,746.8996014,3455.0,0.399724,4.82691,73.5478383
4.3888516,13.8994523,949.6785627,5175.0,0.877856,4.46488,192.2328216
2.6680587,3.45609,1771.0,6406.0,1.44,4.23,1634.14
18.4043334,1.2834433,182.7961243,2891.0,0.133376,5.22041,0.2638693
0.336826,15.240658,2619.630824,5780.0,1.0,4.438,11129.6464735
3.7634028,2.4144238,1728.4676115,6491.0,1.89742,4.00559,2109.4342142
8.9356558,2.0224563,789.8093802,5631.0,0.851957,4.57723,91.9623692
225.1037885,13.2081506,341.1480504,5965.99,1.25231,4.28007,3.2010509
743.4843888,5.4510788,360.5530878,5342.0,0.697666,4.71456,3.9939064
22.1536777,12.6297905,855.3874599,6123.0,1.6267,4.07991,126.5238849
692.5150646,2.2782015,165.7679643,3614.0,0.531248,4.71017,0.1784528
2.0844882,1.881105,983.115793,4443.39,0.713304,4.57662,220.7698145
0.8409429,1.6732084,1088.3303343,3830.0,0.608498,4.64404,331.5613798
23.5422422,2.3109407,358.4266471,3830.0,0.608498,4.64404,3.9005169
14.0063765,2.26316,583.0,5899.0,1.33,4.22221,19.2603
1.2253159,2.3820012,743.1116558,3725.0,0.297644,4.92832,72.0671413
1.1759834,7.7193559,768.6592267,3054.0,0.512881,5.08962,82.500462
1.9737719,14.2783974,1029.9824769,4664.23,0.697971,4.61963,265.9747113
30.3599812,11.2141216,452.3403225,4815.0,0.795118,4.5293,9.8942349
13.4755461,1.5718719,382.427399,3710.0,0.469524,4.7642,5.0549516
2.7431176,,1901.0,7143.0,,,2172.06
3.5775958,15.3215,1415.0,6355.0,1.61,4.12,665.763
2.9922495,20.032,1070.0,5932.0,1.55,4.09,218.392
5.5261155,9.00518,792.0,4824.0,0.84,4.48,65.4488
4.0234634,12.891,1496.0,6678.0,1.45,4.26,832.08
6.8659582,2.8144915,1224.6157859,6212.63,1.5000401,4.438,531.5209848
4.3229915,7.54314,741.0,6121.0,1.37,4.25,50.2356
3.251269,,1348.0,4883.7,,,549.047
1.7131374,6.86542,1844.0,5843.0,1.08,4.39,1919.49
8.4516737,8.2562,1004.0,5782.9,1.48,4.11,168.924
5.0648401,8.28506,1514.0,6675.0,2.62,3.75,873.95
8.9981735,9.52189,983.0,5444.0,1.22,4.24,155.205
8.4476983,4.97976,1033.0,5902.0,1.13,4.36,189.537
17.6868627,8.80381,333.0,4496.0,0.77,4.52,2.06218
1.4700596,16.1051,1990.0,6308.0,2.12,3.88,2605.29
4.4722598,9.0734924,1403.7743209,6211.0,1.4818799,4.18,917.7199576
10.3311664,11.9428,1111.0,5760.0,1.73,3.97699,253.126
2.4162514,14.6399,1930.0,6688.0,2.1,3.95,2303.62
0.9828259,21.8486399,2076.6757868,4959.0,5.2980399,,4395.3736341
4.9111786,3.4399601,1241.735358,6186.0,1.2372299,4.33,561.8717441
4.1539244,9.73932,850.0,5737.0,1.09,4.37,86.6756
10.1045108,3.3818,733.0,5053.0,0.9,4.46,47.9649
2.7741864,3.6487,1240.0,5636.0,0.82,4.61,393.387
1.1789842,5.02454,1248.0,5650.0,1.37,4.17,403.61
4.3954123,2.02986,920.0,4836.0,0.73,4.6,119.282
1.42744,7.86301,3620.0,6000.2,1.33,4.36,28512.6
3.585982,,1278.0,6195.0,,,442.89
4.3202706,,853.0,6287.0,,,88.2086
2.6834113,2.33576,1003.0,5221.0,0.76,4.62,168.322
12.2740928,12.7514,740.0,5674.0,1.05,4.4,50.0141
2.3757662,19.1019,1978.0,6676.0,2.2,3.9,2544.85
5.7152049,10.4523,1064.0,5845.0,2.25,3.75,213.024
16.3558787,3.48406,800.0,5740.0,1.0,4.45,68.1566
3.5322939,3.40196,787.0,4003.0,0.66,4.59,64.0026
14.4348737,8.117,1073.0,5834.0,1.93,3.89,220.777
12.320331,5.10721,464.0,4103.0,0.65,4.62,7.71974
9.5730706,2.3053058,941.9166541,6101.0,1.11672,4.38774,186.024825
5.538329,2.2721409,585.0169701,3883.0,0.598175,4.65275,27.6818339
10.6886084,2.4642245,469.8807571,3883.0,0.598175,4.65275,11.5205083
11.5418525,1.8822681,791.2917217,6112.0,0.901955,4.5884,92.6547078
731.4808779,3.2537107,290.8264482,5854.0,2.0546,3.83792,1.6906613
12.8910022,2.3547529,2005.9611934,31000.0,0.18,5.59962,3826.582755
3.9077116,1.5722799,679.4921442,3917.0,0.64011,4.61771,50.3800695
35.3573239,4.0299536,831.4184898,7607.0,1.56285,4.31008,112.9275005
602.2450921,2.8742544,304.6652609,6128.0,1.8626699,3.96225,2.036164
749.1605231,2.343896,109.0750517,3851.0,0.558169,4.71539,0.033452
3.352907,5.2933196,753.6642219,3978.0,0.672832,4.438,76.2487269
4.8759656,1.4450569,1168.2220295,5937.0,1.1487499,4.35104,440.1721572
20.1459438,2.4401617,588.5264649,5303.0,0.888701,4.4996,28.3520842
11.8918633,1.692303,695.1290314,5461.0,0.834552,4.57288,55.1801287
